Year,FileName,Title,Citation Count
2013,2013_70_8,SOLIDARIDAD CUBANA CON ERITREA: SU PRIMERA ESCUELA DE MEDICINA FUNDADA POR CUBA. CUBAN SOLIDARITY WITH ERITREA: IT'S FIRST  …,0
2013,2013_70_9,"??????????, ???????",2
2013,2013_70_10,?????????????????????????,0
2013,2013_71_1, State of research on Parkinson's disease in Mexico: from 1988 to 2010,0
2013,2013_71_2,?? ?? ? ? ? ? ?,0
2013,2013_71_3,MathSciNet h ?? ? ?,0
2013,2013_71_4,"? ? ?,,,,,,,,",0
2013,2013_71_5,Polish science in international rankings,0
2013,2013_71_6,? dLearning ? mLearning ? ?? ?? ??,0
2013,2013_71_7,"Evaluación científica, indicadores y bases de datos bibliográficas",0
2013,2013_71_8,??????????? ? ??????????? ????????????? ???????? ??????????? ? ?????? ??????????? ???????????? ???????? ?????????? (Opportunities for and Prospects  …,0
2013,2013_71_9,"????? h ??, ???????????——????????????????",0
2013,2013_72_1, An approach to the performance analysis of biomedical researchers,0
2013,2013_72_2,"h ??, ??? SCI ????????????????????",0
2013,2013_72_3,Eixo temático: Inovação e sustentabilidade em diferentes setores GERENCIAMENTO DE RESÍDUOS SÓLIDOS: UMA ANÁLISE DAS PUBLICAÇÕES NA WEB  …,0
2013,2013_72_4, What defines a good scientist?,0
2013,2013_72_5,Jan Marten Ihme und Christoph Borzikowsky,0
2013,2013_72_6,?????? ?????—???????? ?????? ???????? ???????????? ?????? ? ???????????? ??????? ???????????,0
2013,2013_72_7,"TÜRK DERG?LER?N?N WEB OF SCIENCE'TEK? YER?, ?MPAKT FAKTÖR (ETK? FAKTÖRÜ) VE H ?NDEKS",0
2013,2013_72_8,DESCUBRIENDO LA ESTRUCTURA DE LA LITERATURA SOBRE REMESAS,0
2013,2013_72_9,????????????????,0
2013,2013_73_1,??????????????????????,0
2013,2013_73_2,????????????????????,0
2013,2013_73_3,??????? Web of Science ??????????,0
2013,2013_73_4,Evaluation of the CNPq research scholarships and bibliometric measures: correlations for all large areas,0
2013,2013_73_5,La valutazione della ricerca scientifica: Uno studio empirico nelle Scienze umane,2
2013,2013_73_6,? «?????????» ???????? ??????????? ??? ?????? ??????? ???????????? ? ???????????? ????????????????? ????????????,0
2013,2013_73_7,??????????????,0
2013,2013_73_8,??????????——?????????,0
2013,2013_73_9,Uma análise cienciométrica das subáreas da ciência da computação,0
2013,2013_73_10,"Verkiezingen, een strijd om de macht of een keuze tussen ideeën? Een kwantitatieve framinganalyse van de berichtgeving over de verkiezingscampagne van  …",0
2013,2013_74_1,??????? h ??????????,0
2013,2013_74_2,Profile of the Conselho Nacional de Desenvolvimento Cientifico e Tecnologico (CNPq) productivity fellows in the area of Veterinary Medicine,0
2013,2013_74_3,????????????????????,0
2013,2013_74_4,ABFR-INDEX: CORRELACIÓN ENTRE PRODUCCIÓN CIENTÍFICA EN “FÚTBOL” Y RANKING ABFR-INDEX: CORRELATION BETWEEN “SOCCER”  …,0
2013,2013_74_5,?????????????,0
2013,2013_74_6,?????? ????????? ????????? ????????????????? ?????? ??????? ???????? ? ??????,0
2013,2013_74_7,? ?????????? ?????????????????????????? ??????? «?????????? ??????????? ?????? ??????»,0
2013,2013_74_8,?? Web of Science ?????????????????,0
2013,2013_74_9,????? ?? ????? ?\u200e,0
2013,2013_75_1,La valoración de la producción científica: más allá del factor de impacto,0
2013,2013_75_2,?????????????????????,0
2013,2013_75_3,A Study of the Technology Development Trend in Graphene for Optoelectronics: The Main Path Approach,0
2013,2013_75_4,????????????????——????????????? (CNKI) ???,0
2013,2013_75_5,Initiationa la Recherche,0
2013,2013_75_6,La publicación en las revistas urológicas iberoamericanas indexadas,0
2013,2013_75_7,On freedom of scientific research,0
2013,2013_75_8,Osobní manažer citací s napojením na Google Scholar,0
2013,2013_75_9,?? WoS ?????????????????,0
2013,2013_76_1,HERRAMIENTAS PARA MEDIR LA EFICACIA DE LA UNIVERSIDAD DE CIENCIAS MÉDICAS DE LA HABANA.,0
2013,2013_76_2,??????????? ?????? ?? ??????????????? ? ??????????? ?? ??????????????????????? ??????? ??????????? H-??????? 2.  …,0
2013,2013_76_3,„Openness “: Weniger ist mehr?,0
2013,2013_76_4,?????????????. ???? ????????? ???????? ??????????,0
2013,2013_76_5,O Valor da Informação Científica,0
2013,2013_76_6,2009-2012 ?????????? h ??????,0
2013,2013_76_7,A Bibliometric Evaluation of the Research Outputs of Italian Economists,0
2013,2013_76_8,Using of scientometric indices for research assessment,0
2013,2013_77_1,????????????????,0
2013,2013_77_2,???????????????????——?? h ???????,0
2013,2013_77_3,Caracterizaç ao dos Programas de Pós-graduaç ao em Bioinformática no Brasil,0
2013,2013_77_4,?? hg ??????????——??????????,0
2013,2013_77_5,???????????????????,3
2013,2013_77_6,???? h ????????????????,0
2013,2013_77_7,?? ????? 2001-2011 ???????????????????,0
2013,2013_77_8,?????: ?? 24 ? CSSCI ??????????????——????????? (?????) ?????,0
2013,2013_77_9,Project management and sustainability: a bibliometric study of scientific production in basis Web of Science/Gestao de projetos e sustentabilidade: um estudo  …,0
2013,2013_77_10,Hs ??——?????????,0
2013,2013_78_1,?????????? H ???????,0
2013,2013_78_2,ESTUDIOS/RESEARCH STUDIES,0
2013,2013_78_3,?????????????????——?? CNK1 ??? 2008--2012 ?????,0
2013,2013_78_4,Índice de citação dos periódicos de enfermagem indexados no Qualis: estudo bibliométrico,0
2013,2013_78_5,???????????,0
2013,2013_78_6,?????????????????,0
2013,2013_78_7,???????????????????,0
2013,2013_78_8,?? H ?????????????,0
2014,2014_1_1,Big data: A survey,1114
2014,2014_1_2,Toward scalable systems for big data analytics: A technology tutorial,473
2014,2014_1_3,Academia. edu: social network or academic network?,148
2014,2014_1_4,Expert assessment of sea-level rise by AD 2100 and AD 2300,121
2014,2014_1_5,The Matthew effect in empirical data,127
2014,2014_1_6,Evaluating students' evaluations of professors,114
2014,2014_1_7,Neuroscience and organizational behavior: Avoiding both neuro?euphoria and neuro?phobia,41
2014,2014_1_8,A longitudinal study of Google Scholar coverage between 2012 and 2013,81
2014,2014_1_9,Visibility and citation impact,65
2014,2014_1_10,CitNetExplorer: A new software tool for analyzing and visualizing citation networks,91
2014,2014_2_1,Reputation and impact in academic careers,78
2014,2014_2_2,Identifying emerging topics in science and technology,93
2014,2014_2_3,Estimates of the continuously publishing core in the scientific workforce,62
2014,2014_2_4,Improving the science-policy dialogue to meet the challenges of biodiversity conservation: having conversations rather than talking at one-another,87
2014,2014_2_5,The Chrysalis Effect How Ugly Initial Results Metamorphosize Into Beautiful Articles,83
2014,2014_2_6,Publication metrics and success on the academic job market,59
2014,2014_2_7,How to evaluate individual researchers working in the natural and life sciences meaningfully? A proposal of methods based on percentiles of citations,57
2014,2014_2_8,How do you define and measure research productivity?,67
2014,2014_2_9,Using publication metrics to highlight academic productivity and research impact,61
2014,2014_2_10,A bibliometric analysis of research on proteomics in Science Citation Index Expanded,52
2014,2014_3_1,"Career on the move: geography, stratification, and scientific impact",52
2014,2014_3_2,An analysis of publication productivity for 1225 academic neurosurgeons and 99 departments in the United States: Clinical article,50
2014,2014_3_3,Biomedical science Ph. D. career interest patterns by race/ethnicity and gender,60
2014,2014_3_4,Productivity and mobility in academic research: Evidence from mathematicians,47
2014,2014_3_5,The association between scholarly impact and National Institutes of Health funding in ophthalmology,41
2014,2014_3_6,"Percentile ranking and citation impact of a large cohort of National Heart, Lung, and Blood Institute–funded cardiovascular R01 grants",44
2014,2014_3_7,Collective credit allocation in science,55
2014,2014_3_8,The knowledge base and research front of information science 2006–2010: An author cocitation and bibliographic coupling analysis,45
2014,2014_3_9,H-Classics: Characterizing the concept of citation classics through H-index,49
2014,2014_3_10,Content-based author co-citation analysis,57
2014,2014_4_1,Predicting scientific success based on coauthorship networks,67
2014,2014_4_2,An evaluation of green manufacturing technologies based on research databases,40
2014,2014_4_3,Measuring social capital through network analysis and its influence on individual performance,35
2014,2014_4_4,Assessing National Institutes of Health funding and scholarly impact in neurological surgery: Clinical article,34
2014,2014_4_5,Patterns of connections and movements in dual?map overlays: A new method of publication portfolio analysis,48
2014,2014_4_6,Building Buzz (Scientists) communicating science in new media environments,48
2014,2014_4_7,Inheritance patterns in citation networks reveal scientific memes,50
2014,2014_4_8,Crossing the hurdle: the determinants of individual scientific performance,34
2014,2014_4_9,A Scopus-based examination of tobacco use publications in Middle Eastern Arab countries during the period 2003–2012,31
2014,2014_4_10,AAO-HNSF CORE grant acquisition is associated with greater scholarly impact,29
2014,2014_5_1,When politicians talk: Assessing online conversational practices of political parties on twitter,34
2014,2014_5_2,hIa: An individual annual h-index to accommodate disciplinary and career length differences,36
2014,2014_5_3,Are the authors of highly cited articles also the most productive ones?,33
2014,2014_5_4,"Gender differences in publication productivity, academic position, career duration and funding among US academic radiation oncology faculty",44
2014,2014_5_5,A regression analysis of researchers' social network metrics on their citation performance in a college of engineering,38
2014,2014_5_6,Inventor data for research on migration and innovation: a survey and a pilot,27
2014,2014_5_7,Silicosis: geographic changes in research: an analysis employing density-equalizing mapping,30
2014,2014_5_8,A review of the characteristics of 108 author-level bibliometric indicators,57
2014,2014_5_9,A gender-based comparison of academic rank and scholarly productivity in academic neurological surgery,33
2014,2014_5_10,Altmetrics and other novel measures for scientific impact,48
2014,2014_6_1,Gender differences in promotion and scholarly impact: an analysis of 1460 academic ophthalmologists,38
2014,2014_6_2,A correlation between National Institutes of Health funding and bibliometrics in neurosurgery,31
2014,2014_6_3,Research productivity and gender disparities: a look at academic plastic surgery,30
2014,2014_6_4,The distorted mirror of Wikipedia: a quantitative analysis of Wikipedia coverage of academics,27
2014,2014_6_5,A bibliographic analysis of recent solar energy literatures: The expansion and evolution of a research field,33
2014,2014_6_6,Exploiting citation networks for large-scale author name disambiguation,33
2014,2014_6_7,Impact of mentoring medical students on scholarly productivity,28
2014,2014_6_8,"Inequality in societies, academic institutions and science journals: Gini and k-indices",25
2014,2014_6_9,Towards a stratified learning approach to predict future citation counts,34
2014,2014_6_10,Worldwide research productivity in the field of electronic cigarette: a bibliometric analysis,26
2014,2014_7_1,Monotone measures and universal integrals in a uniform framework for the scientific impact assessment problem,22
2014,2014_7_2,Rise of the rest: The growing impact of non-elite journals,25
2014,2014_7_3,Critique of Hirsch's citation index: A combinatorial Fermi problem,22
2014,2014_7_4,Influence of training institution on academic affiliation and productivity among plastic surgery faculty in the United States,29
2014,2014_7_5,An overview of climate change vulnerability: a bibliometric analysis based on Web of Science database,36
2014,2014_7_6,Which journal rankings best explain academic salaries? Evidence from the University of California,29
2014,2014_7_7,Factors influencing scholarly impact: does urology fellowship training affect research output?,18
2014,2014_7_8,The creative person in science.,27
2014,2014_7_9,Impact factor 2.0: Applying social network analysis to scientific impact assessment,22
2014,2014_7_10,Does receiving an American Academy of Otolaryngology–Head and Neck Surgery Foundation Centralized Otolaryngology Research Efforts grant influence career  …,20
2014,2014_8_1,Scholarly influence,21
2014,2014_8_2,Pathological publishing: A new psychological disorder with legal consequences?,30
2014,2014_8_3,"On the time evolution of received citations, in different scientific fields: An empirical study",21
2014,2014_8_4,Hepatitis B: global scientific development from a critical point of view,18
2014,2014_8_5,How healthy are software engineering conferences?,24
2014,2014_8_6,Emotional exhaustion and burnout among medical professors; a nationwide survey,24
2014,2014_8_7,Do AAO-HNSF CORE grants predict future NIH funding success?,20
2014,2014_8_8,Gender differences in successful National Institutes of Health funding in ophthalmology,20
2014,2014_8_9,Academic sell-out: how an obsession with metrics and rankings is damaging academia,35
2014,2014_8_10,The knowledge diffusion paths of corporate social responsibility–from 1970 to 2011,15
2014,2014_9_1,The academic social network,17
2014,2014_9_2,Brax-ray: an x-ray of the brazilian computer science graduate programs,20
2014,2014_9_3,Bronchial asthma and chronic obstructive pulmonary disease: research activity in Arab countries,15
2014,2014_9_4,Bibliometric indices and academic promotion within plastic surgery,27
2014,2014_9_5,Social work dissertation research: Contributing to scholarly discourse or the file drawer?,20
2014,2014_9_6,Ranking top economics and finance journals using Microsoft academic search versus Google scholar: how does the new publish or perish option compare?,16
2014,2014_9_7,Citation impact analysis of top ranked computer science journals and their rankings,17
2014,2014_9_8,Use of h index and g index for American academic psychiatry,18
2014,2014_9_9,Towards horizon 2020: challenges and advances for clinical mental health research–outcome of an expert survey,21
2014,2014_9_10,The zynergy?index and the formula for the h?index,16
2014,2014_10_1,The “academic trace” of the performance matrix: A mathematical synthesis of the h?index and the integrated impact indicator (I3),22
2014,2014_10_2,A bibliometric analysis of research on the risk of engineering nanomaterials during 1999–2012,27
2014,2014_10_3,Independent publications from Serbia in the Science Citation Index Expanded: a bibliometric analysis,17
2014,2014_10_4,"A Linked-Data-Driven Web Portal for Learning Analytics: Data Enrichment, Interactive Visualization, and Knowledge Discovery.",14
2014,2014_10_5,How far has the international neurourology journal progressed since its transformation into an english language journal?,13
2014,2014_10_6,Invasion science for society: a decade of contributions from the Centre for Invasion Biology: commentary,19
2014,2014_10_7,Future influence ranking of scientific literature,20
2014,2014_10_8,Standing on the shoulders of giants: results from the Radiation Oncology Academic Development and Mentorship Assessment Project (ROADMAP),18
2014,2014_10_9,An axiomatic approach to bibliometric rankings and indices,21
2014,2014_10_10,Substance use disorders in Arab countries: research activity and bibliometric analysis,15
2014,2014_11_1,Transitive credit as a means to address social and technological concerns stemming from citation and attribution of digital products,13
2014,2014_11_2,Regional differences in gender promotion and scholarly productivity in otolaryngology,15
2014,2014_11_3,InfluenceTracker: Rating the impact of a Twitter account,18
2014,2014_11_4,Semantic publishing challenge–assessing the quality of scientific output,17
2014,2014_11_5,A fuzzy multi-criteria group decision making method for individual research output evaluation with maximum consensus,15
2014,2014_11_6,Characterizing scholar popularity: a case study in the computer science research community,15
2014,2014_11_7,Academic productivity of directors of ACGME-accredited residency programs in surgery and anesthesiology,16
2014,2014_11_8,Analyzing the main paths of knowledge evolution and contributor roles in an open learning community,14
2014,2014_11_9,Evaluating the research performance of the Greek medical schools using bibliometrics,14
2014,2014_11_10,Measuring scientific research in emerging nano-energy field,17
2014,2014_12_1,Information retrieval for R&D support,14
2014,2014_12_2,Abstracting the core subnet of weighted networks based on link strengths,14
2014,2014_12_3,Sentiment analysis of scientific citations,16
2014,2014_12_4,Bibliometric analysis of nutrition and dietetics research activity in Arab countries using ISI Web of Science database,15
2014,2014_12_5,Associating co-authorship patterns with publications in high-impact journals,13
2014,2014_12_6,h-Index research in scientometrics: A summary.,0
2014,2014_12_7,Advances in bibliometric analysis: research performance assessment and science mapping,24
2014,2014_12_8,Understanding the assembly of interdisciplinary teams and its impact on performance,22
2014,2014_12_9,Ranking scientific publications: the effect of nonlinearity,17
2014,2014_12_10,Global performance and trend of QSAR/QSPR research: a bibliometric analysis,14
2014,2014_13_1,Bibliometric analysis of global publication output and collaboration structure study in microRNA research,15
2014,2014_13_2,Bibliometric evaluation of pediatric neurosurgery in North America: Clinical article,16
2014,2014_13_3,Anatomy of Success,71
2014,2014_13_4,The growth and impact of Alzheimer disease centers as measured by social network analysis,14
2014,2014_13_5,Academic inbreeding and research productivity and impact in Australian law schools,11
2014,2014_13_6,Use of the h-index to measure the quality of the output of health services researchers,14
2014,2014_13_7,20 years of pattern mining: a bibliometric survey,13
2014,2014_13_8,Physical education pedagogy faculty perceptions of journal quality,9
2014,2014_13_9,Recommendation and weaving of reusable mashup model patterns for assisted development,11
2014,2014_13_10,Survey of Publications and the H-index in Academic Emergency Medicine Professors,11
2014,2014_14_1,Knowledge and attitude of dental professionals of North India toward plagiarism,13
2014,2014_14_2,American social work and psychology faculty members' scholarly productivity: A controlled comparison of citation impact using the h-index,20
2014,2014_14_3,Scientific inquiry into rhinosinusitis: who is receiving funding from the National Institutes of Health?,13
2014,2014_14_4,"Review of the indirect citations paradigm: Theory and practice of the assessment of papers, authors and journals",10
2014,2014_14_5,The meaning of the h-index,26
2014,2014_14_6,Extracting and quantifying eponyms in full-text articles,13
2014,2014_14_7,Expert witness testimony in urology malpractice litigation,10
2014,2014_14_8,PageRank-related methods for analyzing citation networks,13
2014,2014_14_9,Criteria for evaluating indicators,18
2014,2014_14_10,Comparison of the h-index for different fields of research using bootstrap methodology,10
2014,2014_15_1,Knowledge diffusion path analysis of data quality literature: A main path analysis,23
2014,2014_15_2,The 60 most highly cited articles published in the Journal of Telemedicine and Telecare and Telemedicine Journal and E-health,14
2014,2014_15_3,"????????????? ????: ??????????????, ?????????? ? ????????",44
2014,2014_15_4,Bibliometric evaluation of the research performance of the Greek civil engineering departments in National and European context,11
2014,2014_15_5,Subfield effects on the core of coauthors,10
2014,2014_15_6,An insight into the importance of national university rankings in an international context: the case of the I-UGR rankings of Spanish universities,7
2014,2014_15_7,On a statistical h index,10
2014,2014_15_8,Journal metrics-based position of diabetes & metabolism journal after the change of its text language to english,9
2014,2014_15_9,An application of Bradford's law: identification of the core journals of pediatric neurosurgery and a regional comparison of citation density,13
2014,2014_15_10,The assessment of publication pressure in medical science; validity and reliability of a Publication Pressure Questionnaire (PPQ),8
2014,2014_16_1,Towards a social trust-aware recommender for teachers,12
2014,2014_16_2,Citation-based estimation of scholarly activity among domestic academic radiation oncologists: 5-year update,14
2014,2014_16_3,"Imbalance in Individual Researcher's Peer Review Activities Quantified for Four British Ecological Society Journals, 2003-2010",11
2014,2014_16_4,Rating and ranking the role of bibliometrics and webometrics in nursing and midwifery,14
2014,2014_16_5,Web metrics for library and information professionals,14
2014,2014_16_6,The h-index in medical education: an analysis of medical education journal editorial boards,10
2014,2014_16_7,A biologist's guide to impact factors,9
2014,2014_16_8,Assessing the crossdisciplinarity of technology?enhanced learning with science overlay maps and diversity measures,10
2014,2014_16_9,Wissenschaftliche Politikberatung: Erreicht der Rat von Ökonomen Politik und Öffentlichkeit?,26
2014,2014_16_10,AN EVALUATION OF THE GREEK UNIVERSITIES'ECONOMICS DEPARTMENTS,10
2014,2014_17_1,Nature bank and the queensland compound library: Unique international resources at the eskitis institute for drug discovery,8
2014,2014_17_2,Malaria research in India during 2003-2012: a bibliometric analysis,9
2014,2014_17_3,Predicting citation counts for academic literature using graph pattern mining,8
2014,2014_17_4,Assessing the impact of the funding environment on researchers' risk aversion: the use of citation statistics,9
2014,2014_17_5,Importance of collection in gene set enrichment analysis of drug response in cancer cell lines,8
2014,2014_17_6,Moneyball for academics: Network analysis for predicting research impact,10
2014,2014_17_7,Commonness patterns and the size of the species pool along a tropical elevational gradient: insights using a new quantitative tool,10
2014,2014_17_8,Global research output of nanobiotechnology research: A scientometrics study,9
2014,2014_17_9,High impact academic paper prediction using temporal and topological features,9
2014,2014_18_1,Pedagogical Strategies Used by Selected Leading Mixed Methodologists in Mixed Research Courses.,10
2014,2014_18_2,China's growing contribution to global intracranial aneurysm research (1991–2012): a bibliometric study,13
2014,2014_18_3,Should research fraud be a crime?,14
2014,2014_18_4,'Seed+ expand': a general methodology for detecting publication oeuvres of individual researchers,11
2014,2014_18_5,Correlation among the citation indices of Korean scientific journals listed in international databases,7
2014,2014_18_6,Measuring recent research performance for Chinese universities using bibliometric methods,11
2014,2014_18_7,The emperor's new clothes: the h-index as a guide to resource allocation in higher education,9
2014,2014_18_8,A Borda count approach to combine subjective and objective based MIS journal rankings,8
2014,2014_18_9,Factors affecting journal quality indicator in Scopus (SCImago Journal Rank) in obstetrics and gynecology journals: A longitudinal study (1999-2013),10
2014,2014_18_10,Language and ideology: Quantitative thematic analysis of New Year speeches given by Czechoslovak and Czech presidents (1949–2011),9
2014,2014_19_1,Axiomatic measures of intellectual influence,8
2014,2014_19_2,MRSA: a density-equalizing mapping analysis of the global research architecture,7
2014,2014_19_3,Towards a scientific impact measuring framework for large computing facilities-a case study on XSEDE,6
2014,2014_19_4,Worldwide performance and trends in nonpoint source pollution modeling research from 1994 to 2013: A review based on bibliometrics,7
2014,2014_19_5,Cost-sensitive selective naive Bayes classifiers for predicting the increase of the h-index for scientific journals,9
2014,2014_19_6,WL?index: Leveraging citation mention number to quantify an individual's scientific impact,13
2014,2014_19_7,Which World Bank reports are widely read?,16
2014,2014_19_8,"Toward a formal, visual framework of emergent cognitive development of scholars",11
2014,2014_19_9,The h l-index: improvement of h-index based on quality of citing papers,7
2014,2014_19_10,COCOON CORE: CO-author REcommendations Based on Betweenness Centrality and Interest Similarity,9
2014,2014_20_1,Topic-based Pagerank: toward a topic-level scientific evaluation,10
2014,2014_20_2,Scientometric analysis of relative performance in a key university in Romania,5
2014,2014_20_3,Research advancement of green technologies,7
2014,2014_20_4,The academic and labor market returns of university professors,7
2014,2014_20_5,Bibliometric indicators for evaluating the quality of scientifc publications,17
2014,2014_20_6,New research journals are needed and can compete with titans,7
2014,2014_20_7,Improving opinionated blog retrieval effectiveness with quality measures and temporal features,8
2014,2014_20_8,????????????,40
2014,2014_20_9,???????????????? ?????? ???????? ??????? «?????????? ????????? ??????? ??????»,18
2014,2014_20_10,Black–Scholes–Schrödinger–Zipf–Mandelbrot model framework for improving a study of the coauthor core score,9
2014,2014_21_1,"How should journal quality be ranked? An application to agricultural, energy, environmental and resource economics",1
2014,2014_21_2,Do the best scholars attract the highest speaking fees? An exploration of internal and external influence,7
2014,2014_21_3,Automatically generating reading lists,10
2014,2014_21_4,The citation wake of publications detects Nobel laureates' papers,9
2014,2014_21_5,"Administrative Research in a Neoinstitutionalist Perspective: Finland, Calling for Globalization, and the Rehabilitation of Public Administration",5
2014,2014_21_6,A multidimensional approach to academic productivity,9
2014,2014_21_7,Fragmented romanian sociology: Growth and structure of the collaboration network,8
2014,2014_21_8,Measuring the influence of bloggers in their community based on the H-index family,7
2014,2014_21_9,An alternative axiomatization of the Hirsch index,7
2014,2014_21_10,Current index: A proposal for a dynamic rating system for researchers,7
2014,2014_22_1,A new bibliometric index based on the shape of the citation distribution,8
2014,2014_22_2,The role of handbooks in knowledge creation and diffusion: A case of science and technology studies,6
2014,2014_22_3,Latin American undergraduate medical journals,6
2014,2014_22_4,Binary scientific star coauthors core size,6
2014,2014_22_5,Algerian medical teachers' research output and its determinants during the 2000–2009 decade,6
2014,2014_22_6,The anatomy of teams: division of labor and allocation of credit in collaborative knowledge production,7
2014,2014_22_7,"Causal Discovery for Relational Domains: Representation, Reasoning, and Learning",5
2014,2014_22_8,Altmetrics as a means of assessing scholarly output,13
2014,2014_22_9,Recent advances in bibliometric indexes and the PaperRank problem,8
2014,2014_22_10,Citation analysis of Canadian psycho-oncology and supportive care researchers,6
2014,2014_23_1,Examples for counterintuitive behavior of the new citation-rank indicator P100 for bibliometric evaluations,6
2014,2014_23_2,Sub-field normalization of the IEEE scientific journals based on their connection with Technical Societies,8
2014,2014_23_3,Which role do non-source items play in the social sciences? A case study in political science in Germany,7
2014,2014_23_4,A short story on how the H-index may change the fate of scientists and scientific publishing,7
2014,2014_23_5,Measuring academic productivity and changing definitions of scientific impact,9
2014,2014_23_6,Experts in science: Visibility in research communities,0
2014,2014_23_7,Identifying interactions between chemical entities in biomedical text,6
2014,2014_23_8,Which recommender system can best fit social learning platforms?,12
2014,2014_23_9,Bacterial meningitis: a density-equalizing mapping analysis of the global research architecture,7
2014,2014_23_10,"From little things, big things grow; trends and fads in 110 years of Australian ornithology",6
2014,2014_24_1,Big data applications,9
2014,2014_24_2,?????????? ???????? ???????????? ? ????? ? ????????????? ?????? ???????????????? ???????????,28
2014,2014_24_3,El factor de impacto y el índice h de las revistas biomédicas españolas,12
2014,2014_24_4,????????????????????????????????????????,18
2014,2014_24_5,A method for predicting citations to the scientific publications of individual researchers,12
2014,2014_24_6,Comparison of the h?Index Scores Among Pathogens Identified as Emerging Hazards in North America,8
2014,2014_24_7,Modeling collaboration in academia: A game theoretic approach,6
2014,2014_24_8,Assessing h-and g-Indices of Scientific Papers using k-Means Clustering,5
2014,2014_24_9,Productivity in medical education research: an examination of countries of origin,7
2014,2014_24_10,A ten-year bibliometric analysis of the journal Review of Palaeobotany and Palynology (2003-2012),5
2014,2014_25_1,"Heterogeneous networks and their applications: Scientometrics, name disambiguation, and topic modeling",5
2014,2014_25_2,On the meaningful and non-meaningful use of reference sets in bibliometrics.,7
2014,2014_25_3,Google Scholar-based citation analysis ofIndian library and information science journals,6
2014,2014_25_4,"Professor Claudiu Supuran, a highly cited chemist and biochemist",4
2014,2014_25_5,Highly cited articles in the Information Science and Library Science category in Social Science Citation Index: A bibliometric analysis,10
2014,2014_25_6,Scientific productivity versus efficiency of R&D financing: bibliometric analysis of African countries,4
2014,2014_25_7,The impact of data source on the ranking of computer scientists based on citation indicators: A comparison of Web of Science and Scopus,5
2014,2014_25_8,"On the rise of Bayesian econometrics after Cowles Foundation monographs 10, 14",6
2014,2014_25_9,Learning to measure influence in a scientific social network,6
2014,2014_25_10,The OpenScienceLink architecture for novel services exploiting open access data in the biomedical domain,4
2014,2014_26_1,Publication trends and citation impact of tribology research in India: A scientometric study,5
2014,2014_26_2,Publish or Perish? Incentives and Careers in Italian Academia,7
2014,2014_26_3,An overview of iris recognition: A bibliometric analysis of the period 2000–2012,9
2014,2014_26_4,Applications and researches of geographic information system technologies in bibliometrics,8
2014,2014_26_5,Qualitative versus quantitative evaluation of scientists' impact: a medical toxicology tale,4
2014,2014_26_6,Impact of journals and academic reputations of authors: A structured bibliometric survey of the IEEE publication galaxy,4
2014,2014_26_7,Curare-a curative poison: a scientometric analysis,9
2014,2014_26_8,A good normalized impact and concentration measure,8
2014,2014_26_9,RIMS Revisited: The Evolution of the Research Impact Measurement Service at UNSW Library,10
2014,2014_26_10,Performance analysis of Civil Engineering Journals based on the Web of Science® database,8
2014,2014_27_1,People like us: mining scholarly data for comparable researchers,5
2014,2014_27_2,Supporting EFSA assessment of the EU environmental suitability for exotic forestry pests: Final Report,20
2014,2014_27_3,Ian Macneil and relational contract theory: evidence of impact,8
2014,2014_27_4,Quantitative evaluation of translational medicine based on scientometric analysis and information extraction,5
2014,2014_27_5,Motif-based success scores in coauthorship networks are highly sensitive to author name disambiguation,7
2014,2014_27_6,H Index Scholar: el índice h de los profesores de las universidades públicas españolas en humanidades y ciencias sociales,0
2014,2014_27_7,Desarrollo de un Sistema de Recuperación de Información para Publicaciones Científicas del Área de Ciencias de la Computación,0
2014,2014_27_8,Producción científica de decanos de medicina y salud de universidades centroamericanas,0
2014,2014_27_9,"10 ??????, ??????????????????????",0
2014,2014_27_10,Scientometric approach of productivity in scholarly economics and business,3
2014,2014_28_1,"Cyberspace knowledge gaps and boundaries in sustainability science: topics, regions, editorial teams and journals",4
2014,2014_28_2,The citer-success-index: a citer-based indicator to select a subset of elite papers,3
2014,2014_28_3,Mapping of Indian research output on osteoporosis,5
2014,2014_28_4,"Latent variable modeling for networks and text: Algorithms, models and evaluation techniques dissertation",4
2014,2014_28_5,Research productivity and research system attitudes,6
2014,2014_28_6,Quantitative analysis of research trends in a leading ecological journal: bibliometric study during 2003-2012,2
2014,2014_28_7,Recommendation in Academia: A joint multi-relational model,5
2014,2014_28_8,Semantifying twitter: The influence tracker ontology,6
2014,2014_28_9,Evaluation of the scientific outputs of researchers with similar h index: a critical approach,5
2014,2014_28_10,Distributions instead of single numbers: Percentiles and beam plots for the assessment of single researchers,5
2014,2014_29_1,A note on the interpolated or real-valued h-index with a generalization for fractional counting,3
2014,2014_29_2,"After invention of the h-index, is there a place for the teaching track in academic promotion?",5
2014,2014_29_3,Bibliometric factors associated with h-index of Peruvian researchers with publications indexed on Web of Science and Scopus databases,5
2014,2014_29_4,Analyzing the research in Integrative & Complementary Medicine by means of science mapping,8
2014,2014_29_5,"Measures for impact, consistency, and the h?and g?indices",4
2014,2014_29_6,“Six Degrees of Separation”\ue5f8 Revealing a “Small-World Phenomenon” through a Chemistry Literature Search Activity,3
2014,2014_29_7,Citation impact analysis of research papers that appear in oral and poster sessions: a case study of three computer science conferences,4
