Year,File Name,Title,Citation Count,Single Labeled,Multi Labeled
2013,2013_48_1,Vitiligo: A quantitative analysis of the world research output during 2001-2012,1,Motivate  ,Motivate
2013,2013_48_2,On journal ranking: A conundrum for interior design,2,Motivate  ,Motivate
2013,2013_48_3,A refinement of Egghes increment studies: an alternative version,1,Modify  ,Modify
2013,2013_48_4,New index for quantifying an individuals scientific research output,2,Support  ,Support
2013,2013_48_5,Modelling some structural indicators in an h-index context: A shifted Zipf and a decreasing exponential model,6,Motivate  ,Motivate
2013,2013_48_6,Attitudes about publishing and normal science advancement,4,Compare  ,Compare
2013,2013_48_7,An agent-based model for the bibliometric h-index,4,Base  Support  Compare  ,Compare
2013,2013_48_8,Flattening network data for causal discovery: What could go wrong?,2,Base  Neutral  Compare  ,Compare
2013,2013_48_9,Building a global performance indicator to evaluate academic activity using fuzzy measures,2,Use  ,Use
2013,2013_49_1,Semi-supervised structuring of complex data,1,Compare  ,Compare
2013,2013_49_10,r-index: Quantifying the quality of an individuals scientific research output,1,Use  ,Use
2013,2013_49_3,What Affects Citation Counts in MIS Research Articles? An Empirical Investigation,3,Use  ,Use
2013,2013_49_4,From Signtometrics to Scientometrics: A Cautionary Tale of Our Times,2,Modify  ,Modify
2013,2013_49_5,Citation-based indices of scholarly impact: Databases and norms,1,Base  ,Base
2013,2013_49_6,Quantifying published scholarly works of experiential education directors,2,Modify  ,Modify
2013,2013_49_7,Research productivity and fellowship training in neurosurgery,1,Base  ,Base
2013,2013_49_8,Social media and citation metrics,1,Modify  ,Modify
2013,2013_49_9,Making the H-index more relevant: A step towards standard classes for citation classification,2,Motivate  ,Motivate
2013,2013_4_1,Gender disparities in research productivity among 9952 academic physicians,57,Base  ,Base
2013,2013_4_10,How to analyze percentile citation impact data meaningfully in bibliometrics: The statistical analysis of distributions percentile rank classes and top?cited papers,44,Use  ,Use
2013,2013_4_2,Robust analysis of bibliometric data,53,Neutral  ,Neutral
2013,2013_4_3,Comparison of plaintiff and defendant expert witness qualification in malpractice litigation in otolaryngology,42,Base  ,Base
2013,2013_4_4,A holistic categorization framework for literature on engineering change management,56,Support  ,Support
2013,2013_4_5,LIS journals scientific impact and subject categorization: a comparison between Web of Science and Scopus,63,Base  ,Base
2013,2013_4_6,Universality of scholarly impact metrics,52,Base  ,Base
2013,2013_4_7,Gender disparity among US anaesthesiologists: are women underrepresented in academic ranks and scholarly productivity?,45,Motivate  ,Motivate
2013,2013_4_8,The distribution of references across texts: Some implications for citation analysis,61,Base  ,Base
2013,2013_4_9,Credit where credit is due? The impact of project contributions and social factors on authorship and inventorship,45,Support  ,Support
2013,2013_50_10,Global forest research science education and community service positively impacted by a unique Centre of Excellence in Tree Health Biotechnology,2,Base  ,Base
2013,2013_50_2,A Detection of the Most Influential Documents,2,Base  Use  Support  Compare  ,Compare
2013,2013_50_3,Beyond Keyword Search: Representations and Models for Personalization,1,Base  ,Base
2013,2013_50_4,Data cleaning and matching of institutions in bibliographic databases,1,Motivate  ,Motivate
2013,2013_50_5,Embedding librarians into the STEM publication process,1,Use  ,Use
2013,2013_50_6,Serious Research with Great Fun: the Strange Case of Jan Šuspa Lepš (and Other Plant Ecologists),1,Base  ,Base
2013,2013_51_1,Impact angle of an academic journal,2,Compare  ,Compare
2013,2013_51_2,The “Authorship Index”-a simple way to measure an authors contribution to literature,4,Support  ,Support
2013,2013_51_3,An improved method for assessing the impact of management journals,1,Compare  ,Compare
2013,2013_51_4,Reputation and identity in scholarly networked publics,1,Motivate  ,Motivate
2013,2013_51_5,Benchmarking some Portuguese S&T system research units,120,Use  Support  Compare  ,Compare
2013,2013_51_6,Comparing the influence of ecology journals using citation-based indices: making sense of a multitude of metrics,2,Modify  ,Modify
2013,2013_51_7,Cahit Arf: Exploring his scientific influence using social network analysis author co?citation maps and single publication h index1,1,Use  Compare  ,Compare
2013,2013_51_9,Collaboration and Technology,1,Base  Motivate  Support  ,Support
2013,2013_53_2,Freiheit in der Forschung,1,Motivate  ,Motivate
2013,2013_55_3,THE HIRSCH INDEX-A MULTIPLE USE SCIENTOMETRIC INDICATOR,0,Use  Support  ,Support
2013,2013_55_4,ICT in Business,173,Motivate  ,Motivate
2013,2013_55_5,Anticipating Convergence,112,Use  ,Use
2013,2013_55_6,Academic Tenure: Correlational evidence of H-index to online social networks,0,Modify  ,Modify
2013,2013_55_7,ALGSEER: AN ARCHITECTURE FOR EXTRACTION INDEXING AND,0,Base  Use  ,Use
2013,2013_55_8,Mandates and the Contributions of Open Genomic Data,0,Use  Motivate  Support  ,Support
2013,2013_55_9,Research status and trends in Operations Research and Management Science journals: a bibliometric analysis based on Web of Science database 2001-2012,1,Neutral  ,Neutral
2013,2013_56_1,The Successful Literature Review,421,Modify  ,Modify
2013,2013_56_3,Modeling Science using Social Media and Web Data,0,Use  Neutral  ,Neutral
2013,2013_56_4,Identifying Emerging Researchers using Social Network Analysis,1,Base  Support  ,Support
2013,2013_56_5,A critical review of private labels (PLs): implications for managing retail brands,0,Motivate  ,Motivate
2013,2013_56_6,The academic impact of the triological society theses—Mosher and fowler awards: Citations impact factor and h?index,0,Neutral  ,Neutral
2013,2013_56_7,Genre Change Online: Open Access and the Scientific Research Article Genre,1,Base  ,Base
2013,2013_56_8,On house renovation and coauthoring (with a little excursus on the Holy Grail of bibliometrics),0,Base  ,Base
2013,2013_56_9,F-Index: A New Index in Citation Analysis,0,Modify  ,Modify
2013,2013_57_1,Assessment of the EPQ probability parameter for scientific articles publishing,0,Motivate  ,Motivate
2013,2013_57_10,The science of progress and the progress of science,1,Motivate  ,Motivate
2013,2013_57_2,How to Calculate H-Index of Research Scholar,0,Modify  ,Modify
2013,2013_57_3,The predictability of widespread cascades in techno-social networks,0,Use  ,Use
2013,2013_57_4,HABILITATION A DIRIGER DES RECHERCHES,0,Compare  ,Compare
2013,2013_57_5,PEER-REVIEWING FEEDBACK & ASSESSMENT IN ENGINEERING TEACHING,572,Motivate  ,Motivate
2013,2013_57_6,A “T-index” for the evaluation of teaching performance of Medical University staff?,0,Motivate  ,Motivate
2013,2013_57_7,Impact factor (if) of hospitality leisure sports & tourism journals: current trends overall ranking and temporal stability over a four year period,2,Motivate  ,Motivate
2013,2013_57_8,Academic Productivity Comparison Tool,163,Modify  ,Modify
2013,2013_57_9,Advice to a young researcher: with reminiscences,6,Modify  ,Modify
2013,2013_58_1,Searching and Reviewing Scientific Literature,0,Use  ,Use
2013,2013_58_10,Bibliometric data in various fields of science: A comparison of apples and oranges,0,Modify  ,Modify
2013,2013_58_2,The low academic profile of Brazilian economists,1,Support  ,Support
2013,2013_58_3,A Guide to the agop 0.2-0 Package for R,1104,Use  ,Use
2013,2013_58_4,Sustentabilidade e inovação: uma pesquisa bibliométrica acercadas publicações internacionais,0,Use  ,Use
2013,2013_58_5,A cautionary tale on research methods in the field of parents in education.,2,Compare  ,Compare
2013,2013_58_6,Research performance evaluation and citation in the Arabic countries,0,Support  ,Support
2013,2013_58_7,Advances in plastic and cosmetic surgery at home and abroad–A bibliometric analysis,0,Base  ,Base
2013,2013_58_8,SuBIR K. Sen,87,Use  ,Use
2013,2013_58_9,Conceptual Impact-Based Publications Recommendations,0,Base  ,Base
2013,2013_59_1,A closer look at the Impact Factor (JCR 2012): problems concerns and actions needed,0,Motivate  ,Motivate
2013,2013_59_2,A Case Study of the Arbitrariness of the h-Index and the Highly-Cited-
Publications Indicator,20,Support  ,Support
2013,2013_59_3,Identifying excellent researchers: A new approach,1,Neutral  ,Neutral
2013,2013_59_4,Uses unexpired patent to re-evaluate innovation performance by h-index and h-core indicators,0,Motivate  ,Motivate
2013,2013_59_5,Inferring novel relationships through over-representation analysis of medical subjects in biomedical bibliographies,0,Support  ,Support
2013,2013_59_6,Graph Mining and Community Evaluation with Degeneracy,0,Base  ,Base
2013,2013_59_8,World Journal of Pharmaceutical ReseaRch,0,Compare  ,Compare
2013,2013_59_9,Measuring the international spreading of the knowledge produced by French dental master theses,0,Neutral  ,Neutral
2013,2013_5_1,The intellectual core and impact of the knowledge management academic discipline,55,Support  ,Support
2013,2013_5_10,Determining scientific impact using a collaboration index,41,Support  ,Support
2013,2013_5_2,Gender differences in successful NIH grant funding in otolaryngology,45,Neutral  ,Neutral
2013,2013_5_3,The h-index outperforms other bibliometrics in the assessment of research performance in general surgery: a province-wide study,46,Compare  ,Compare
2013,2013_5_4,The importance of accounting for the number of co-authors and their order when assessing research performance at the individual level in the life sciences,40,Base  ,Base
2013,2013_5_5,Factors affecting citation rates in environmental science,51,Support  ,Support
2013,2013_5_6,Characterizing scientific production and consumption in Physics,54,Use  Motivate  ,Motivate
2013,2013_5_7,Qualitative research in sport exercise and health in the era of neoliberalism audit and New Public Management: Understanding the conditions for the (im) possibilities …,44,Support  ,Support
2013,2013_5_8,Opinion paper: Thoughts and facts on bibliometric indicators,42,Use  ,Use
2013,2013_5_9,Quantitative evaluation of alternative field normalization procedures,41,Compare  ,Compare
2013,2013_60_1,Opportunities for and prospects of using citation indices in evaluating the performance of research institution,0,Use  ,Use
2013,2013_60_2,Impact Factor of the journal or citation to the articles for evaluating the curriculum vita of a researcher,0,Compare  ,Compare
2013,2013_60_3,Collaboration to success in research,1459,Neutral  ,Neutral
2013,2013_60_5,A Ranking of Journals for the Health Economist,0,Neutral  ,Neutral
2013,2013_60_6,Applying to Faculty Positions-A Workshop,0,Use  Neutral  ,Neutral
2013,2013_60_7,A Newer Approach to Assessing a Researchers Scientific Impact: Ramanas Researcher Index (r-Index),0,Base  ,Base
2013,2013_60_8,INTERNATIONAL JOURNAL OF PURE AND APPLIED RESEARCH IN ENGINEERING AND TECHNOLOGY,0,Motivate  ,Motivate
2013,2013_61_1,PUBLISHING PERFORMANCE OF COUNTRIES WORLDWIDE IN THE AREA OF DISASTERS EMERGENCIES ACCIDENTS ANALYSIS ACCORDING TO  …,0,Use  Support  Compare  ,Compare
2013,2013_61_4,Utilizing the Hirsch index to compare top obstetrics and gynecology researchers and the effect of readership volume on establishing solid benchmarks,0,Use  Neutral  ,Neutral
2013,2013_61_5,Journal of Informetrics,294,Use  ,Use
2013,2013_61_6,Discovery of medical experts,0,Base  Support  ,Support
2013,2013_61_7,Profile and analysis of scientific production of Brazilian researchers in Clinical Neurosciences,1,Neutral  ,Neutral
2013,2013_61_8,Impact identity targets and gaming,0,Base  ,Base
2013,2013_61_9,Norms Quality and Dissonance,0,Motivate  ,Motivate
2013,2013_62_1,The Use of Scientific Inscriptions in Criminology and Criminal Justice Journals: An Analysis of Publication Trends between 1985 and 2009,1,Support  ,Support
2013,2013_62_10,Funding sources of impactful and transformative research,0,Neutral  ,Neutral
2013,2013_62_2,Hugh E. Huxley,403,Compare  ,Compare
2013,2013_62_3,Evaluating Journal Quality: Beyond “Expert” Journal Assessments in the IS Discipline,0,Neutral  ,Neutral
2013,2013_62_4,Energetics of the h-bubble,0,Motivate  ,Motivate
2013,2013_62_5,A simple method to map an institutional research landscape using cytoscape,0,Motivate  ,Motivate
2013,2013_62_7,Does seating location impact voting behavior on Food and Drug Administration advisory committees?,0,Base  ,Base
2013,2013_62_8,3. STANDING ON GIANTSSHOULDERS. HOW NETWORKSSTRUCTURE AND THEMATIC INNOVATION AFFECT THE SCIENTIFIC IMPACT IN THE  …,0,Neutral  ,Neutral
2013,2013_62_9,Understanding Evaluating and Reporting Research Productivity and Impact,0,Modify  ,Modify
2013,2013_63_1,US Institutional Research Productivity in Major Science Education Research Journals: Top 30 for 2000s,0,Use  ,Use
2013,2013_63_2,Lexis in chemical engineering discourse: Analyzing style in chemical engineering research articles through a rhetorical lens,0,Neutral  ,Neutral
2013,2013_63_3,Research publications: Need for Academicians,0,Support  Compare  ,Compare
2013,2013_63_4,A Bibliometric Analysis of the Scientific Output of EU Pharmacy Departments,0,Motivate  Compare  ,Compare
2013,2013_63_5,Comments on the article"" Relative h-index to compare the scientific performance of researchers"" by LAS Dias,0,Support  ,Support
2013,2013_63_6,Publications of Russian scientists in biology environmental sciences and ecology in 2002–2011,0,Base  ,Base
2013,2013_63_7,Digital Scholarship: Exploration of Strategies and Skills for Knowledge Creation and Dissemination,9,Neutral  ,Neutral
2013,2013_63_8,Deconstructing performance-quantity quality consistency and the z-index,0,Support  ,Support
2013,2013_64_1,Author Productivity Indexing via Topic Sensitive Weighted Citations,0,Use  Motivate  Compare  ,Compare
2013,2013_64_10,H-INDEX OF ASTROPHYSICISTS AT RAMAN RESEARCH INSTITUTE: PERFORMANCE OF DIFFERENT CALCULATORS,1,Motivate  ,Motivate
2013,2013_64_2,A Domain Meta-wrapper Using Seeds for Intelligent Author List Extraction in the Domain of Scholarly Articles,0,Support  ,Support
2013,2013_64_3,Faster Subband Signal Processing [dsp Tips&Tricks],0,Neutral  ,Neutral
2013,2013_64_4,Using Natural Language Processing to Mine Multiple Perspectives from Social Media and Scientific Literature,1,Base  ,Base
2013,2013_64_5,Mapping of National Centres/Institutions on Tropical Diseases in India,0,Base  ,Base
2013,2013_64_6,Efficiency-Model for Scientific Research Evaluation,0,Compare  ,Compare
2013,2013_64_7,Engineering search algorithms for web data,0,Base  Use  Modify  ,Modify
2013,2013_64_8,ABFR-INDEX: CORRELATION BETWEEN “SOCCER” SCIENTIFIC PRODUCTION AND RANKING ABFR-INDEX: CORRELACIÓN ENTRE PRODUCCIÓN  …,4,Compare  ,Compare
2013,2013_64_9,Discovery Tool: A Framework for Accelerating Academic Collaborations,0,Support  ,Support
2013,2013_65_1,IBM Technical Report: Suppressing deceitful influence in cites-or-writes social networks,0,Use  ,Use
2013,2013_65_10,Journal rankings as a means for structuring bibliographic databases: a case study in Economics and Business Studies,0,Use  ,Use
2013,2013_65_2,Principal parameters affecting R&D exploitation of nanotechnology research: a case for Korea,2,Modify  ,Modify
2013,2013_65_3,Tracking Louis Leprince-Ringuets contributions to cosmic-ray physics,0,Support  ,Support
2013,2013_65_4,Scientific Performance of the University of Ruhuna During 1999-2010 Based on the ISI WoS Database: A Scientometric Study,0,Motivate  ,Motivate
2013,2013_65_5,The EDU-Index: A Way to Objectively Quantify an Individual? s University Teaching Output [Reflections],0,Use  ,Use
2013,2013_65_6,First author advantage: citation labeling in research,0,Neutral  ,Neutral
2013,2013_65_7,R-Score: Reputation-based Scoring of Research Groups,0,Support  ,Support
2013,2013_65_8,About Automatic Discovering Substantial Citations,0,Base  Use  Support  ,Support
2013,2013_65_9,A BIBLIOMETRIC/GEOGRAPHIC ASSESSMENT OF 40 YEARS OF SOFTWARE ENGINEERING RESEARCH (1969–2009),0,Compare  ,Compare
2013,2013_66_1,Ranking Cricket Teams through Runs and Wickets,2,Use  Motivate  ,Motivate
2013,2013_66_10,Online Community Influence: A Study Using the Hirsch Metric and Social Network Analysis,1,Motivate  ,Motivate
2013,2013_66_3,Comparing Simulations of Pedestrian Motion MPhys Project Report,0,Base  Use  Modify  ,Modify
2013,2013_66_5,How citation metrics can help you benchmark your research impact,0,Base  ,Base
2013,2013_66_7,Ways to Increase Usage and Citation of Your Article,0,Motivate  ,Motivate
2013,2013_66_8,AHRABi,0,Use  ,Use
2013,2013_66_9,DOCTORAT DE LUNIVERSITÉ DE TOULOUSE,0,Support  ,Support
2013,2013_67_1,Study of H-index in Evaluation of Library and Information Science Journals,0,Base  Use  Support  Neutral  Compare  ,Compare
2013,2013_67_10,Embracing complexity in academic performance appraisal,0,Base  ,Base
2013,2013_67_2,Say no to Cut and Paste; Outlook of JAMDSR on Plagiarism,0,Motivate  ,Motivate
2013,2013_67_3,The study of sustainability in administration: A research of the hot topics published in the last decade,0,Neutral  ,Neutral
2013,2013_67_4,Characterizing the scholar h-index via full-text citation analysis,0,Use  ,Use
2013,2013_67_5,Measuring performance as a dependent variable of patent management maturity,0,Compare  ,Compare
2013,2013_67_6,Relative Positions of Countries in the World of Science,0,Modify  ,Modify
2013,2013_67_7,Efficiency-Model for Scientific Research Evaluation.,0,Base  ,Base
2013,2013_67_9,Future of Publishing,0,Support  ,Support
2013,2013_68_1,Categorical and Geographical Separation in Science,0,Base  ,Base
2013,2013_68_2,The Academic Social Network and Research Ranking System,0,Use  Modify  ,Modify
2013,2013_68_3,Knowledge and Know-How,0,Modify  ,Modify
2013,2013_68_4,Academic Research Quality E-Valuation: An Adaptive Hybrid Model based on Journal Rankings and Citing Methodologies,0,Modify  ,Modify
2013,2013_68_5,Analyzing Dynamics in Online Social Networks,0,Base  Support  Compare  ,Compare
2013,2013_68_6,Assessing the scientific relevance of a single publication over time,0,Neutral  ,Neutral
2013,2013_68_7,Mapping scientific literature,0,Support  ,Support
2013,2013_68_8,Change Co,0,Base  Use  Support  Modify  ,Modify
2013,2013_69_9,Estado de la cuestión sobre compuestos de yeso. la importancia actual de los residuos,0,Compare  ,Compare
2013,2013_6_1,Evaluating computational creativity: a standardised procedure for evaluating creative systems and its application,39,Motivate  ,Motivate
2013,2013_6_10,An innovative approach to identify the knowledge diffusion path: the case of resource-based theory,27,Motivate  ,Motivate
2013,2013_6_2,The impact of unproductive and top researchers on overall university research performance,34,Use  ,Use
2013,2013_6_3,C-index: A weighted network node centrality measure for collaboration competence,37,Support  Compare  ,Compare
2013,2013_6_4,A linked-data-driven and semantically-enabled journal portal for scientometrics,33,Use  Motivate  ,Motivate
2013,2013_6_5,Geographic differences in academic promotion practices fellowship training and scholarly impact,30,Compare  ,Compare
2013,2013_6_6,Publication pressure and burn out among Dutch medical professors: A nationwide survey,40,Base  Motivate  ,Motivate
2013,2013_6_7,Scientific impact evaluation and the effect of self?citations: Mitigating the bias by discounting the h?index,37,Modify  ,Modify
2013,2013_6_8,Standardizing the evaluation of scientific and academic performance in neurosurgery—critical review of the “h” index and its variants,32,Base  ,Base
2013,2013_6_9,A scientometrics law about co-authors and their ranking: the co-author core,33,Use  ,Use
2013,2013_70_6,Enrique García-Berro Gemma Amblàs Jordi Sallarés,0,Compare  ,Compare
2013,2013_71_5,Polish science in international rankings,0,Base  ,Base
2013,2013_75_7,On freedom of scientific research,0,Neutral  ,Neutral
2013,2013_76_8,Using of scientometric indices for research assessment,0,Use  ,Use
2013,2013_7_1,Author Impact Factor: tracking the dynamics of individual scientific impact,45,Neutral  ,Neutral
2013,2013_7_10,Predicting publication success for biologists,34,Base  ,Base
2013,2013_7_2,When less is more: Effects of grade skipping on adult STEM productivity among mathematically precocious adolescents.,39,Base  ,Base
2013,2013_7_3,A list of highly influential biomedical researchers 1996–2011,34,Base  Use  ,Use
2013,2013_7_4,Introduction to altmetrics for science technology engineering and mathematics (STEM) librarians,38,Motivate  ,Motivate
2013,2013_7_5,Finding academic experts on a multisensor approach using Shannons entropy,37,Neutral  ,Neutral
2013,2013_7_6,Purpose and Polarity of Citation: Towards NLP-based Bibliometrics.,40,Use  ,Use
2013,2013_7_7,Predicting author h-index using characteristics of the co-author network,37,Neutral  ,Neutral
2013,2013_7_8,Predicting group stability in online social networks,41,Base  Use  ,Use
2013,2013_7_9,The h-index effectively improving the h-index based on the citation distribution,36,Use  ,Use
2013,2013_8_1,Profit (p)-index: the degree to which authors profit from co-authors,32,Motivate  ,Motivate
2013,2013_8_10,Identifying influential scholars in academic social media platforms,28,Compare  ,Compare
2013,2013_8_2,Influence of baseline left ventricular function on the clinical outcome of surgical ventricular reconstruction in patients with ischaemic cardiomyopathy,38,Motivate  ,Motivate
2013,2013_8_5,Correlations between bibliometrics and peer evaluation for all disciplines: the evaluation of Brazilian scientists,28,Base  Use  ,Use
2013,2013_8_6,Rhinology fellowship training and its scholarly impact,24,Neutral  ,Neutral
2013,2013_8_7,Are academics who publish more also more cited? Individual determinants of publication and citation records,33,Motivate  ,Motivate
2013,2013_8_8,Quality improvement and redesign of performance measurement systems: an application to the academic field,28,Neutral  ,Neutral
2013,2013_8_9,Analysis of bibliometric indicators for individual scholars in a large data set,28,Base  Use  ,Use
2013,2013_9_1,Does it matter which citation tool is used to compare the h-index of a group of highly cited researchers?,21,Base  ,Base
2013,2013_9_10,Author?level Eigenfactor metrics: Evaluating the influence of authors institutions and countries within the social science research network community,31,Base  ,Base
2013,2013_9_2,Impact of fellowship training on research productivity in academic neurological surgery,25,Compare  ,Compare
2013,2013_9_3,A scientometric assessment of research output in nanoscience and nanotechnology: Pakistan perspective,31,Neutral  ,Neutral
2013,2013_9_4,How relevant is the predictive power of the h-index? A case study of the time-dependent Hirsch index,28,Neutral  ,Neutral
2013,2013_9_5,Gender-heterogeneous working groups produce higher quality science,47,Motivate  ,Motivate
2013,2013_9_6,A bibliometric analysis of recent energy efficiency literatures: an expanding and shifting focus,31,Compare  ,Compare
2013,2013_9_7,Mining graph topological patterns: Finding covariations among vertex descriptors,28,Base  Support  ,Support
2013,2013_9_8,Counting publications and citations: Is more always better?,29,Base  ,Base
2013,2013_9_9,On the use and abuse of economics journal rankings,29,Modify  ,Modify
2014,2014_10_1,The “academic trace” of the performance matrix: A mathematical synthesis of the h?index and the integrated impact indicator (I3),22,Motivate  ,Motivate
2014,2014_10_10,Substance use disorders in Arab countries: research activity and bibliometric analysis,15,Use  Neutral  Compare  ,Compare
2014,2014_10_2,A bibliometric analysis of research on the risk of engineering nanomaterials during 1999–2012,27,Base  ,Base
2014,2014_10_3,Independent publications from Serbia in the Science Citation Index Expanded: a bibliometric analysis,17,Support  ,Support
2014,2014_10_4,A Linked-Data-Driven Web Portal for Learning Analytics: Data Enrichment Interactive Visualization and Knowledge Discovery.,14,Base  Use  ,Use
2014,2014_10_5,How far has the international neurourology journal progressed since its transformation into an english language journal?,13,Base  Compare  ,Compare
2014,2014_10_6,Invasion science for society: a decade of contributions from the Centre for Invasion Biology: commentary,19,Base  ,Base
2014,2014_10_7,Future influence ranking of scientific literature,20,Use  Modify  ,Modify
2014,2014_10_8,Standing on the shoulders of giants: results from the Radiation Oncology Academic Development and Mentorship Assessment Project (ROADMAP),18,Neutral  ,Neutral
2014,2014_10_9,An axiomatic approach to bibliometric rankings and indices,21,Motivate  ,Motivate
2014,2014_11_1,Transitive credit as a means to address social and technological concerns stemming from citation and attribution of digital products,13,Neutral  ,Neutral
2014,2014_11_10,Measuring scientific research in emerging nano-energy field,17,Motivate  ,Motivate
2014,2014_11_2,Regional differences in gender promotion and scholarly productivity in otolaryngology,15,Use  ,Use
2014,2014_11_3,InfluenceTracker: Rating the impact of a Twitter account,18,Support  ,Support
2014,2014_11_4,Semantic publishing challenge–assessing the quality of scientific output,17,Use  Modify  ,Modify
2014,2014_11_5,A fuzzy multi-criteria group decision making method for individual research output evaluation with maximum consensus,15,Base  Support  ,Support
2014,2014_11_6,Characterizing scholar popularity: a case study in the computer science research community,15,Use  Motivate  Compare  ,Compare
2014,2014_11_7,Academic productivity of directors of ACGME-accredited residency programs in surgery and anesthesiology,16,Modify  ,Modify
2014,2014_11_8,Analyzing the main paths of knowledge evolution and contributor roles in an open learning community,14,Base  ,Base
2014,2014_11_9,Evaluating the research performance of the Greek medical schools using bibliometrics,14,Neutral  ,Neutral
2014,2014_12_1,Information retrieval for R&D support,14,Base  Use  Support  ,Support
2014,2014_12_10,Global performance and trend of QSAR/QSPR research: a bibliometric analysis,14,Compare  ,Compare
2014,2014_12_2,Abstracting the core subnet of weighted networks based on link strengths,14,Base  ,Base
2014,2014_12_3,Sentiment analysis of scientific citations,16,Compare  ,Compare
2014,2014_12_4,Bibliometric analysis of nutrition and dietetics research activity in Arab countries using ISI Web of Science database,15,Use  ,Use
2014,2014_12_5,Associating co-authorship patterns with publications in high-impact journals,13,Use  Modify  ,Modify
2014,2014_12_7,Advances in bibliometric analysis: research performance assessment and science mapping,24,Compare  ,Compare
2014,2014_12_8,Understanding the assembly of interdisciplinary teams and its impact on performance,22,Compare  ,Compare
2014,2014_12_9,Ranking scientific publications: the effect of nonlinearity,17,Use  ,Use
2014,2014_13_1,Bibliometric analysis of global publication output and collaboration structure study in microRNA research,15,Use  ,Use
2014,2014_13_10,Survey of Publications and the H-index in Academic Emergency Medicine Professors,11,Modify  ,Modify
2014,2014_13_2,Bibliometric evaluation of pediatric neurosurgery in North America: Clinical article,16,Compare  ,Compare
2014,2014_13_3,Anatomy of Success,71,Use  ,Use
2014,2014_13_4,The growth and impact of Alzheimer disease centers as measured by social network analysis,14,Compare  ,Compare
2014,2014_13_5,Academic inbreeding and research productivity and impact in Australian law schools,11,Neutral  ,Neutral
2014,2014_13_6,Use of the h-index to measure the quality of the output of health services researchers,14,Modify  ,Modify
2014,2014_13_7,20 years of pattern mining: a bibliometric survey,13,Use  Modify  Compare  ,Compare
2014,2014_13_8,Physical education pedagogy faculty perceptions of journal quality,9,Compare  ,Compare
2014,2014_13_9,Recommendation and weaving of reusable mashup model patterns for assisted development,11,Use  ,Use
2014,2014_14_1,Knowledge and attitude of dental professionals of North India toward plagiarism,13,Compare  ,Compare
2014,2014_14_10,Comparison of the h-index for different fields of research using bootstrap methodology,10,Use  ,Use
2014,2014_14_2,American social work and psychology faculty members scholarly productivity: A controlled comparison of citation impact using the h-index,20,Modify  ,Modify
2014,2014_14_3,Scientific inquiry into rhinosinusitis: who is receiving funding from the National Institutes of Health?,13,Compare  ,Compare
2014,2014_14_4,Review of the indirect citations paradigm: Theory and practice of the assessment of papers authors and journals,10,Motivate  ,Motivate
2014,2014_14_5,The meaning of the h-index,26,Base  ,Base
2014,2014_14_6,Extracting and quantifying eponyms in full-text articles,13,Modify  ,Modify
2014,2014_14_7,Expert witness testimony in urology malpractice litigation,10,Modify  ,Modify
2014,2014_14_8,PageRank-related methods for analyzing citation networks,13,Compare  ,Compare
2014,2014_14_9,Criteria for evaluating indicators,18,Support  ,Support
2014,2014_15_1,Knowledge diffusion path analysis of data quality literature: A main path analysis,23,Support  ,Support
2014,2014_15_10,The assessment of publication pressure in medical science; validity and reliability of a Publication Pressure Questionnaire (PPQ),8,Use  Neutral  ,Neutral
2014,2014_15_2,The 60 most highly cited articles published in the Journal of Telemedicine and Telecare and Telemedicine Journal and E-health,14,Use  ,Use
2014,2014_15_4,Bibliometric evaluation of the research performance of the Greek civil engineering departments in National and European context,11,Neutral  ,Neutral
2014,2014_15_5,Subfield effects on the core of coauthors,10,Compare  ,Compare
2014,2014_15_6,An insight into the importance of national university rankings in an international context: the case of the I-UGR rankings of Spanish universities,7,Modify  ,Modify
2014,2014_15_7,On a statistical h index,10,Base  Compare  ,Compare
2014,2014_15_8,Journal metrics-based position of diabetes & metabolism journal after the change of its text language to english,9,Base  ,Base
2014,2014_15_9,An application of Bradfords law: identification of the core journals of pediatric neurosurgery and a regional comparison of citation density,13,Base  Modify  ,Modify
2014,2014_16_1,Towards a social trust-aware recommender for teachers,12,Motivate  ,Motivate
2014,2014_16_10,AN EVALUATION OF THE GREEK UNIVERSITIESECONOMICS DEPARTMENTS,10,Base  ,Base
2014,2014_16_2,Citation-based estimation of scholarly activity among domestic academic radiation oncologists: 5-year update,14,Motivate  ,Motivate
2014,2014_16_3,Imbalance in Individual Researchers Peer Review Activities Quantified for Four British Ecological Society Journals 2003-2010,11,Base  Use  ,Use
2014,2014_16_4,Rating and ranking the role of bibliometrics and webometrics in nursing and midwifery,14,Neutral  ,Neutral
2014,2014_16_6,The h-index in medical education: an analysis of medical education journal editorial boards,10,Base  Use  Compare  ,Compare
2014,2014_16_7,A biologists guide to impact factors,9,Use  ,Use
2014,2014_16_8,Assessing the crossdisciplinarity of technology?enhanced learning with science overlay maps and diversity measures,10,Motivate  ,Motivate
2014,2014_17_1,Nature bank and the queensland compound library: Unique international resources at the eskitis institute for drug discovery,8,Base  Use  Support  ,Support
2014,2014_17_2,Malaria research in India during 2003-2012: a bibliometric analysis,9,Motivate  ,Motivate
2014,2014_17_3,Predicting citation counts for academic literature using graph pattern mining,8,Neutral  ,Neutral
